...1,Time,Cycle,Phase,Cell_types,Density,Host,Genotype,Genotype_plot
117650,168,1,conj,A1,12908.0353505145,rifR,Ancestor,Ancestor
117664,168.02,1,conj,A1,12982.2670926416,rifR,Ancestor,Ancestor
117678,168.04,1,conj,A1,13056.9256189589,rifR,Ancestor,Ancestor
117692,168.06,1,conj,A1,13132.0133817327,rifR,Ancestor,Ancestor
117706,168.08,1,conj,A1,13207.5328472996,rifR,Ancestor,Ancestor
117720,168.1,1,conj,A1,13283.4864961469,rifR,Ancestor,Ancestor
117734,168.12,1,conj,A1,13359.8768229944,rifR,Ancestor,Ancestor
117748,168.14,1,conj,A1,13436.7063368747,rifR,Ancestor,Ancestor
117762,168.16,1,conj,A1,13513.9775612159,rifR,Ancestor,Ancestor
117776,168.18,1,conj,A1,13591.6930339231,rifR,Ancestor,Ancestor
117790,168.2,1,conj,A1,13669.8553074618,rifR,Ancestor,Ancestor
117804,168.22,1,conj,A1,13748.466948941,rifR,Ancestor,Ancestor
117818,168.24,1,conj,A1,13827.5305401966,rifR,Ancestor,Ancestor
117832,168.26,1,conj,A1,13907.0486778757,rifR,Ancestor,Ancestor
117846,168.28,1,conj,A1,13987.0239735218,rifR,Ancestor,Ancestor
117860,168.3,1,conj,A1,14067.4590536589,rifR,Ancestor,Ancestor
117874,168.32,1,conj,A1,14148.356559878,rifR,Ancestor,Ancestor
117888,168.34,1,conj,A1,14229.7191489228,rifR,Ancestor,Ancestor
117902,168.36,1,conj,A1,14311.5494927765,rifR,Ancestor,Ancestor
117916,168.38,1,conj,A1,14393.8502787483,rifR,Ancestor,Ancestor
117930,168.4,1,conj,A1,14476.624209562,rifR,Ancestor,Ancestor
117944,168.42,1,conj,A1,14559.8740034428,rifR,Ancestor,Ancestor
117958,168.44,1,conj,A1,14643.6023942074,rifR,Ancestor,Ancestor
117972,168.46,1,conj,A1,14727.8121313514,rifR,Ancestor,Ancestor
117986,168.48,1,conj,A1,14812.5059801398,rifR,Ancestor,Ancestor
118000,168.5,1,conj,A1,14897.6867216974,rifR,Ancestor,Ancestor
118014,168.52,1,conj,A1,14983.3571530984,rifR,Ancestor,Ancestor
118028,168.54,1,conj,A1,15069.5200874581,rifR,Ancestor,Ancestor
118042,168.56,1,conj,A1,15156.1783540248,rifR,Ancestor,Ancestor
118056,168.58,1,conj,A1,15243.334798271,rifR,Ancestor,Ancestor
118070,168.6,1,conj,A1,15330.9922819868,rifR,Ancestor,Ancestor
118084,168.62,1,conj,A1,15419.1536833732,rifR,Ancestor,Ancestor
118098,168.64,1,conj,A1,15507.8218971347,rifR,Ancestor,Ancestor
118112,168.66,1,conj,A1,15596.9998345752,rifR,Ancestor,Ancestor
118126,168.68,1,conj,A1,15686.690423691,rifR,Ancestor,Ancestor
118140,168.7,1,conj,A1,15776.8966092671,rifR,Ancestor,Ancestor
118154,168.72,1,conj,A1,15867.6213529735,rifR,Ancestor,Ancestor
118168,168.74,1,conj,A1,15958.8676334601,rifR,Ancestor,Ancestor
118182,168.76,1,conj,A1,16050.6384464547,rifR,Ancestor,Ancestor
118196,168.78,1,conj,A1,16142.9368048606,rifR,Ancestor,Ancestor
118210,168.8,1,conj,A1,16235.7657388535,rifR,Ancestor,Ancestor
118224,168.82,1,conj,A1,16329.1282959812,rifR,Ancestor,Ancestor
118238,168.84,1,conj,A1,16423.0275412624,rifR,Ancestor,Ancestor
118252,168.86,1,conj,A1,16517.4665572858,rifR,Ancestor,Ancestor
118266,168.88,1,conj,A1,16612.4484443111,rifR,Ancestor,Ancestor
118280,168.9,1,conj,A1,16707.9763203697,rifR,Ancestor,Ancestor
118294,168.92,1,conj,A1,16804.0533213651,rifR,Ancestor,Ancestor
118308,168.94,1,conj,A1,16900.6826011767,rifR,Ancestor,Ancestor
118322,168.96,1,conj,A1,16997.8673317604,rifR,Ancestor,Ancestor
118336,168.98,1,conj,A1,17095.6107032526,rifR,Ancestor,Ancestor
118350,169,1,conj,A1,17193.9159240742,rifR,Ancestor,Ancestor
118364,169.02,1,conj,A1,17292.7862210341,rifR,Ancestor,Ancestor
118378,169.04,1,conj,A1,17392.2248394342,rifR,Ancestor,Ancestor
118392,169.06,1,conj,A1,17492.2350431757,rifR,Ancestor,Ancestor
118406,169.08,1,conj,A1,17592.8201148639,rifR,Ancestor,Ancestor
118420,169.1,1,conj,A1,17693.9833559153,rifR,Ancestor,Ancestor
118434,169.12,1,conj,A1,17795.728086665302,rifR,Ancestor,Ancestor
118448,169.14,1,conj,A1,17898.0576464751,rifR,Ancestor,Ancestor
118462,169.16,1,conj,A1,18000.9753938413,rifR,Ancestor,Ancestor
118476,169.18,1,conj,A1,18104.4847065036,rifR,Ancestor,Ancestor
118490,169.2,1,conj,A1,18208.5889815552,rifR,Ancestor,Ancestor
118504,169.22,1,conj,A1,18313.2916355536,rifR,Ancestor,Ancestor
118518,169.24,1,conj,A1,18418.5961046303,rifR,Ancestor,Ancestor
118532,169.26,1,conj,A1,18524.5058446026,rifR,Ancestor,Ancestor
118546,169.28,1,conj,A1,18631.024331087,rifR,Ancestor,Ancestor
118560,169.3,1,conj,A1,18738.1550596101,rifR,Ancestor,Ancestor
118574,169.32,1,conj,A1,18845.901545723,rifR,Ancestor,Ancestor
118588,169.34,1,conj,A1,18954.2673251156,rifR,Ancestor,Ancestor
118602,169.36,1,conj,A1,19063.2559537305,rifR,Ancestor,Ancestor
118616,169.38,1,conj,A1,19172.8710078784,rifR,Ancestor,Ancestor
118630,169.4,1,conj,A1,19283.1160843552,rifR,Ancestor,Ancestor
118644,169.42,1,conj,A1,19393.9948005568,rifR,Ancestor,Ancestor
118658,169.44,1,conj,A1,19505.5107945979,rifR,Ancestor,Ancestor
118672,169.46,1,conj,A1,19617.6677254291,rifR,Ancestor,Ancestor
118686,169.48,1,conj,A1,19730.4692729553,rifR,Ancestor,Ancestor
118700,169.5,1,conj,A1,19843.9191381562,rifR,Ancestor,Ancestor
118714,169.52,1,conj,A1,19958.0210432045,rifR,Ancestor,Ancestor
118728,169.54,1,conj,A1,20072.7787315874,rifR,Ancestor,Ancestor
118742,169.56,1,conj,A1,20188.1959682283,rifR,Ancestor,Ancestor
118756,169.58,1,conj,A1,20304.2765396077,rifR,Ancestor,Ancestor
118770,169.6,1,conj,A1,20421.0242538862,rifR,Ancestor,Ancestor
118784,169.62,1,conj,A1,20538.4429410284,rifR,Ancestor,Ancestor
118798,169.64,1,conj,A1,20656.5364529256,rifR,Ancestor,Ancestor
118812,169.66,1,conj,A1,20775.3086635221,rifR,Ancestor,Ancestor
118826,169.68,1,conj,A1,20894.7634689391,rifR,Ancestor,Ancestor
118840,169.7,1,conj,A1,21014.9047876012,rifR,Ancestor,Ancestor
118854,169.72,1,conj,A1,21135.7365603642,rifR,Ancestor,Ancestor
118868,169.74,1,conj,A1,21257.2627506408,rifR,Ancestor,Ancestor
118882,169.76,1,conj,A1,21379.4873445301,rifR,Ancestor,Ancestor
118896,169.78,1,conj,A1,21502.4143509463,rifR,Ancestor,Ancestor
118910,169.8,1,conj,A1,21626.0478017478,rifR,Ancestor,Ancestor
118924,169.82,1,conj,A1,21750.3917518679,rifR,Ancestor,Ancestor
118938,169.84,1,conj,A1,21875.4502794462,rifR,Ancestor,Ancestor
118952,169.86,1,conj,A1,22001.2274859596,rifR,Ancestor,Ancestor
118966,169.88,1,conj,A1,22127.7274963553,rifR,Ancestor,Ancestor
118980,169.9,1,conj,A1,22254.9544591846,rifR,Ancestor,Ancestor
118994,169.92,1,conj,A1,22382.9125467355,rifR,Ancestor,Ancestor
119008,169.94,1,conj,A1,22511.6059551691,rifR,Ancestor,Ancestor
119022,169.96,1,conj,A1,22641.0389046538,rifR,Ancestor,Ancestor
119036,169.98,1,conj,A1,22771.2156395019,rifR,Ancestor,Ancestor
119050,170,1,conj,A1,22902.1404283075,rifR,Ancestor,Ancestor
119064,170.02,1,conj,A1,23033.8175640829,rifR,Ancestor,Ancestor
119078,170.04,1,conj,A1,23166.2513643976,rifR,Ancestor,Ancestor
119092,170.06,1,conj,A1,23299.4461715187,rifR,Ancestor,Ancestor
119106,170.08,1,conj,A1,23433.4063525491,rifR,Ancestor,Ancestor
119120,170.1,1,conj,A1,23568.1362995694,rifR,Ancestor,Ancestor
119134,170.12,1,conj,A1,23703.6404297802,rifR,Ancestor,Ancestor
119148,170.14,1,conj,A1,23839.9231856426,rifR,Ancestor,Ancestor
119162,170.16,1,conj,A1,23976.9890350237,rifR,Ancestor,Ancestor
119176,170.18,1,conj,A1,24114.8424713384,rifR,Ancestor,Ancestor
119190,170.2,1,conj,A1,24253.4880136956,rifR,Ancestor,Ancestor
119204,170.22,1,conj,A1,24392.9302070439,rifR,Ancestor,Ancestor
119218,170.24,1,conj,A1,24533.1736223168,rifR,Ancestor,Ancestor
119232,170.26,1,conj,A1,24674.2228565806,rifR,Ancestor,Ancestor
119246,170.28,1,conj,A1,24816.0825331831,rifR,Ancestor,Ancestor
119260,170.3,1,conj,A1,24958.7573019011,rifR,Ancestor,Ancestor
119274,170.32,1,conj,A1,25102.2518390906,rifR,Ancestor,Ancestor
119288,170.34,1,conj,A1,25246.5708478382,rifR,Ancestor,Ancestor
119302,170.36,1,conj,A1,25391.7190581109,rifR,Ancestor,Ancestor
119316,170.38,1,conj,A1,25537.7012269086,rifR,Ancestor,Ancestor
119330,170.4,1,conj,A1,25684.5221384184,rifR,Ancestor,Ancestor
119344,170.42,1,conj,A1,25832.1866041664,rifR,Ancestor,Ancestor
119358,170.44,1,conj,A1,25980.6994631743,rifR,Ancestor,Ancestor
119372,170.46,1,conj,A1,26130.0655821131,rifR,Ancestor,Ancestor
119386,170.48,1,conj,A1,26280.2898554605,rifR,Ancestor,Ancestor
119400,170.5,1,conj,A1,26431.3772056587,rifR,Ancestor,Ancestor
119414,170.52,1,conj,A1,26583.332583271,rifR,Ancestor,Ancestor
119428,170.54,1,conj,A1,26736.1609671414,rifR,Ancestor,Ancestor
119442,170.56,1,conj,A1,26889.8673645554,rifR,Ancestor,Ancestor
119456,170.58,1,conj,A1,27044.4568113991,rifR,Ancestor,Ancestor
119470,170.6,1,conj,A1,27199.9343723212,rifR,Ancestor,Ancestor
119484,170.62,1,conj,A1,27356.3051408969,rifR,Ancestor,Ancestor
119498,170.64,1,conj,A1,27513.5742397889,rifR,Ancestor,Ancestor
119512,170.66,1,conj,A1,27671.7468209141,rifR,Ancestor,Ancestor
119526,170.68,1,conj,A1,27830.8280656065,rifR,Ancestor,Ancestor
119540,170.7,1,conj,A1,27990.8231847843,rifR,Ancestor,Ancestor
119554,170.72,1,conj,A1,28151.7374191177,rifR,Ancestor,Ancestor
119568,170.74,1,conj,A1,28313.5760391949,rifR,Ancestor,Ancestor
119582,170.76,1,conj,A1,28476.344345692,rifR,Ancestor,Ancestor
119596,170.78,1,conj,A1,28640.0476695433,rifR,Ancestor,Ancestor
119610,170.8,1,conj,A1,28804.6913721102,rifR,Ancestor,Ancestor
119624,170.82,1,conj,A1,28970.2808453538,rifR,Ancestor,Ancestor
119638,170.84,1,conj,A1,29136.8215120082,rifR,Ancestor,Ancestor
119652,170.86,1,conj,A1,29304.3188257518,rifR,Ancestor,Ancestor
119666,170.88,1,conj,A1,29472.7782713833,rifR,Ancestor,Ancestor
119680,170.9,1,conj,A1,29642.205364997,rifR,Ancestor,Ancestor
119694,170.92,1,conj,A1,29812.6056541575,rifR,Ancestor,Ancestor
119708,170.94,1,conj,A1,29983.9847180795,rifR,Ancestor,Ancestor
119722,170.96,1,conj,A1,30156.348167803,rifR,Ancestor,Ancestor
119736,170.98,1,conj,A1,30329.7016463744,rifR,Ancestor,Ancestor
119750,171,1,conj,A1,30504.0508290267,rifR,Ancestor,Ancestor
119764,171.02,1,conj,A1,30679.4014233591,rifR,Ancestor,Ancestor
119778,171.04,1,conj,A1,30855.7591695198,rifR,Ancestor,Ancestor
119792,171.06,1,conj,A1,31033.1298403902,rifR,Ancestor,Ancestor
119806,171.08,1,conj,A1,31211.519241767,rifR,Ancestor,Ancestor
119820,171.1,1,conj,A1,31390.9332125476,rifR,Ancestor,Ancestor
119834,171.12,1,conj,A1,31571.3776249179,rifR,Ancestor,Ancestor
119848,171.14,1,conj,A1,31752.8583845366,rifR,Ancestor,Ancestor
119862,171.16,1,conj,A1,31935.3814307256,rifR,Ancestor,Ancestor
119876,171.18,1,conj,A1,32118.9527366571,rifR,Ancestor,Ancestor
119890,171.2,1,conj,A1,32303.5783095446,rifR,Ancestor,Ancestor
119904,171.22,1,conj,A1,32489.2641908347,rifR,Ancestor,Ancestor
119918,171.24,1,conj,A1,32676.0164563973,rifR,Ancestor,Ancestor
119932,171.26,1,conj,A1,32863.8412167195,rifR,Ancestor,Ancestor
119946,171.28,1,conj,A1,33052.7446171013,rifR,Ancestor,Ancestor
119960,171.3,1,conj,A1,33242.7328378479,rifR,Ancestor,Ancestor
119974,171.32,1,conj,A1,33433.8120944677,rifR,Ancestor,Ancestor
119988,171.34,1,conj,A1,33625.9886378702,rifR,Ancestor,Ancestor
120002,171.36,1,conj,A1,33819.268754562,rifR,Ancestor,Ancestor
120016,171.38,1,conj,A1,34013.6587668477,rifR,Ancestor,Ancestor
120030,171.4,1,conj,A1,34209.165033031,rifR,Ancestor,Ancestor
120044,171.42,1,conj,A1,34405.793947614,rifR,Ancestor,Ancestor
120058,171.44,1,conj,A1,34603.5519415021,rifR,Ancestor,Ancestor
120072,171.46,1,conj,A1,34802.4454822056,rifR,Ancestor,Ancestor
120086,171.48,1,conj,A1,35002.4810740453,rifR,Ancestor,Ancestor
120100,171.5,1,conj,A1,35203.6652583591,rifR,Ancestor,Ancestor
120114,171.52,1,conj,A1,35406.0046137073,rifR,Ancestor,Ancestor
120128,171.54,1,conj,A1,35609.5057560807,rifR,Ancestor,Ancestor
120142,171.56,1,conj,A1,35814.175339111804,rifR,Ancestor,Ancestor
120156,171.58,1,conj,A1,36020.0200542819,rifR,Ancestor,Ancestor
120170,171.6,1,conj,A1,36227.0466311339,rifR,Ancestor,Ancestor
120184,171.62,1,conj,A1,36435.2618374856,rifR,Ancestor,Ancestor
120198,171.64,1,conj,A1,36644.6724796406,rifR,Ancestor,Ancestor
120212,171.66,1,conj,A1,36855.2854026058,rifR,Ancestor,Ancestor
120226,171.68,1,conj,A1,37067.1074903045,rifR,Ancestor,Ancestor
120240,171.7,1,conj,A1,37280.1456657947,rifR,Ancestor,Ancestor
120254,171.72,1,conj,A1,37494.4068914875,rifR,Ancestor,Ancestor
120268,171.74,1,conj,A1,37709.8981693645,rifR,Ancestor,Ancestor
120282,171.76,1,conj,A1,37926.6265411989,rifR,Ancestor,Ancestor
120296,171.78,1,conj,A1,38144.5990887783,rifR,Ancestor,Ancestor
120310,171.8,1,conj,A1,38363.8229341244,rifR,Ancestor,Ancestor
120324,171.82,1,conj,A1,38584.3052397185,rifR,Ancestor,Ancestor
120338,171.84,1,conj,A1,38806.0532087268,rifR,Ancestor,Ancestor
120352,171.86,1,conj,A1,39029.0740852247,rifR,Ancestor,Ancestor
120366,171.88,1,conj,A1,39253.3751544247,rifR,Ancestor,Ancestor
120380,171.9,1,conj,A1,39478.963742906,rifR,Ancestor,Ancestor
120394,171.92,1,conj,A1,39705.8472188413,rifR,Ancestor,Ancestor
120408,171.94,1,conj,A1,39934.0329922306,rifR,Ancestor,Ancestor
120422,171.96,1,conj,A1,40163.5285151304,rifR,Ancestor,Ancestor
120436,171.98,1,conj,A1,40394.3412818877,rifR,Ancestor,Ancestor
120450,172,1,conj,A1,40626.4788293754,rifR,Ancestor,Ancestor
120464,172.02,1,conj,A1,40859.9487372259,rifR,Ancestor,Ancestor
120478,172.04,1,conj,A1,41094.7586280679,rifR,Ancestor,Ancestor
120492,172.06,1,conj,A1,41330.9161677666,rifR,Ancestor,Ancestor
120506,172.08,1,conj,A1,41568.4290656594,rifR,Ancestor,Ancestor
120520,172.1,1,conj,A1,41807.3050747976,rifR,Ancestor,Ancestor
120534,172.12,1,conj,A1,42047.5519921893,rifR,Ancestor,Ancestor
120548,172.14,1,conj,A1,42289.1776590389,rifR,Ancestor,Ancestor
120562,172.16,1,conj,A1,42532.1899609946,rifR,Ancestor,Ancestor
120576,172.18,1,conj,A1,42776.5968283903,rifR,Ancestor,Ancestor
120590,172.2,1,conj,A1,43022.406236493,rifR,Ancestor,Ancestor
120604,172.22,1,conj,A1,43269.6262057524,rifR,Ancestor,Ancestor
120618,172.24,1,conj,A1,43518.2648020463,rifR,Ancestor,Ancestor
120632,172.26,1,conj,A1,43768.3301369324,rifR,Ancestor,Ancestor
120646,172.28,1,conj,A1,44019.8303679009,rifR,Ancestor,Ancestor
120660,172.3,1,conj,A1,44272.7736986239,rifR,Ancestor,Ancestor
120674,172.32,1,conj,A1,44527.168379211,rifR,Ancestor,Ancestor
120688,172.34,1,conj,A1,44783.0227064656,rifR,Ancestor,Ancestor
120702,172.36,1,conj,A1,45040.3450241382,rifR,Ancestor,Ancestor
120716,172.38,1,conj,A1,45299.1437231854,rifR,Ancestor,Ancestor
120730,172.4,1,conj,A1,45559.4272420302,rifR,Ancestor,Ancestor
120744,172.42,1,conj,A1,45821.2040668186,rifR,Ancestor,Ancestor
120758,172.44,1,conj,A1,46084.4827316848,rifR,Ancestor,Ancestor
120772,172.46,1,conj,A1,46349.2718190104,rifR,Ancestor,Ancestor
120786,172.48,1,conj,A1,46615.5799596897,rifR,Ancestor,Ancestor
120800,172.5,1,conj,A1,46883.4158333963,rifR,Ancestor,Ancestor
120814,172.52,1,conj,A1,47152.7881688464,rifR,Ancestor,Ancestor
120828,172.54,1,conj,A1,47423.7057440681,rifR,Ancestor,Ancestor
120842,172.56,1,conj,A1,47696.1773866719,rifR,Ancestor,Ancestor
120856,172.58,1,conj,A1,47970.2119741179,rifR,Ancestor,Ancestor
120870,172.6,1,conj,A1,48245.8184339885,rifR,Ancestor,Ancestor
120884,172.62,1,conj,A1,48523.0057442633,rifR,Ancestor,Ancestor
120898,172.64,1,conj,A1,48801.7829335892,rifR,Ancestor,Ancestor
120912,172.66,1,conj,A1,49082.1590815599,rifR,Ancestor,Ancestor
120926,172.68,1,conj,A1,49364.1433189891,rifR,Ancestor,Ancestor
120940,172.7,1,conj,A1,49647.74482819,rifR,Ancestor,Ancestor
120954,172.72,1,conj,A1,49932.972843256,rifR,Ancestor,Ancestor
120968,172.74,1,conj,A1,50219.8366503384,rifR,Ancestor,Ancestor
120982,172.76,1,conj,A1,50508.3455879293,rifR,Ancestor,Ancestor
120996,172.78,1,conj,A1,50798.5090471468,rifR,Ancestor,Ancestor
121010,172.8,1,conj,A1,51090.336472016,rifR,Ancestor,Ancestor
121024,172.82,1,conj,A1,51383.8373597564,rifR,Ancestor,Ancestor
121038,172.84,1,conj,A1,51679.0212610706,rifR,Ancestor,Ancestor
121052,172.86,1,conj,A1,51975.8977804291,rifR,Ancestor,Ancestor
121066,172.88,1,conj,A1,52274.4765763621,rifR,Ancestor,Ancestor
121080,172.9,1,conj,A1,52574.7673617514,rifR,Ancestor,Ancestor
121094,172.92,1,conj,A1,52876.7799041193,rifR,Ancestor,Ancestor
121108,172.94,1,conj,A1,53180.5240259263,rifR,Ancestor,Ancestor
121122,172.96,1,conj,A1,53486.0096048618,rifR,Ancestor,Ancestor
121136,172.98,1,conj,A1,53793.2465741425,rifR,Ancestor,Ancestor
121150,173,1,conj,A1,54102.2449228109,rifR,Ancestor,Ancestor
121164,173.02,1,conj,A1,54413.0146960307,rifR,Ancestor,Ancestor
121178,173.04,1,conj,A1,54725.5659953887,rifR,Ancestor,Ancestor
121192,173.06,1,conj,A1,55039.9089791976,rifR,Ancestor,Ancestor
121206,173.08,1,conj,A1,55356.0538627952,rifR,Ancestor,Ancestor
121220,173.1,1,conj,A1,55674.0109188499,rifR,Ancestor,Ancestor
121234,173.12,1,conj,A1,55993.7904776676,rifR,Ancestor,Ancestor
121248,173.14,1,conj,A1,56315.4029274939,rifR,Ancestor,Ancestor
121262,173.16,1,conj,A1,56638.8587148267,rifR,Ancestor,Ancestor
121276,173.18,1,conj,A1,56964.1683447209,rifR,Ancestor,Ancestor
121290,173.2,1,conj,A1,57291.3423811001,rifR,Ancestor,Ancestor
121304,173.22,1,conj,A1,57620.3914470704,rifR,Ancestor,Ancestor
121318,173.24,1,conj,A1,57951.3262252292,rifR,Ancestor,Ancestor
121332,173.26,1,conj,A1,58284.157457981,rifR,Ancestor,Ancestor
121346,173.28,1,conj,A1,58618.8959478546,rifR,Ancestor,Ancestor
121360,173.3,1,conj,A1,58955.5525578157,rifR,Ancestor,Ancestor
121374,173.32,1,conj,A1,59294.1382115869,rifR,Ancestor,Ancestor
121388,173.34,1,conj,A1,59634.6638939681,rifR,Ancestor,Ancestor
121402,173.36,1,conj,A1,59977.1406511529,rifR,Ancestor,Ancestor
121416,173.38,1,conj,A1,60321.5795910523,rifR,Ancestor,Ancestor
121430,173.4,1,conj,A1,60667.9918836191,rifR,Ancestor,Ancestor
121444,173.42,1,conj,A1,61016.3887611668,rifR,Ancestor,Ancestor
121458,173.44,1,conj,A1,61366.7815187004,rifR,Ancestor,Ancestor
121472,173.46,1,conj,A1,61719.1815142377,rifR,Ancestor,Ancestor
121486,173.48,1,conj,A1,62073.6001691387,rifR,Ancestor,Ancestor
121500,173.5,1,conj,A1,62430.0489684364,rifR,Ancestor,Ancestor
121514,173.52,1,conj,A1,62788.539461162,rifR,Ancestor,Ancestor
121528,173.54,1,conj,A1,63149.0832606783,rifR,Ancestor,Ancestor
121542,173.56,1,conj,A1,63511.6920450136,rifR,Ancestor,Ancestor
121556,173.58,1,conj,A1,63876.3775571905,rifR,Ancestor,Ancestor
121570,173.6,1,conj,A1,64243.1516055626,rifR,Ancestor,Ancestor
121584,173.62,1,conj,A1,64612.0260641516,rifR,Ancestor,Ancestor
121598,173.64,1,conj,A1,64983.012872979,rifR,Ancestor,Ancestor
121612,173.66,1,conj,A1,65356.1240384095,rifR,Ancestor,Ancestor
121626,173.68,1,conj,A1,65731.371633484,rifR,Ancestor,Ancestor
121640,173.7,1,conj,A1,66108.7677982621,rifR,Ancestor,Ancestor
121654,173.72,1,conj,A1,66488.3247401644,rifR,Ancestor,Ancestor
121668,173.74,1,conj,A1,66870.05473431,rifR,Ancestor,Ancestor
121682,173.76,1,conj,A1,67253.9701238616,rifR,Ancestor,Ancestor
121696,173.78,1,conj,A1,67640.0833203708,rifR,Ancestor,Ancestor
121710,173.8,1,conj,A1,68028.4068041188,rifR,Ancestor,Ancestor
121724,173.82,1,conj,A1,68418.9531244641,rifR,Ancestor,Ancestor
121738,173.84,1,conj,A1,68811.7349001909,rifR,Ancestor,Ancestor
121752,173.86,1,conj,A1,69206.7648198522,rifR,Ancestor,Ancestor
121766,173.88,1,conj,A1,69604.0556421206,rifR,Ancestor,Ancestor
121780,173.9,1,conj,A1,70003.6201961391,rifR,Ancestor,Ancestor
121794,173.92,1,conj,A1,70405.471381866,rifR,Ancestor,Ancestor
121808,173.94,1,conj,A1,70809.622170432,rifR,Ancestor,Ancestor
121822,173.96,1,conj,A1,71216.0856044859,rifR,Ancestor,Ancestor
121836,173.98,1,conj,A1,71624.8747985495,rifR,Ancestor,Ancestor
121850,174,1,conj,A1,72036.0029393728,rifR,Ancestor,Ancestor
121864,174.02,1,conj,A1,72449.4832862832,rifR,Ancestor,Ancestor
121878,174.04,1,conj,A1,72865.3291715417,rifR,Ancestor,Ancestor
121892,174.06,1,conj,A1,73283.5540007012,rifR,Ancestor,Ancestor
121906,174.08,1,conj,A1,73704.1712529562,rifR,Ancestor,Ancestor
121920,174.1,1,conj,A1,74127.1944815025,rifR,Ancestor,Ancestor
121934,174.12,1,conj,A1,74552.6373138953,rifR,Ancestor,Ancestor
121948,174.14,1,conj,A1,74980.5134524016,rifR,Ancestor,Ancestor
121962,174.16,1,conj,A1,75410.8366743635,rifR,Ancestor,Ancestor
121976,174.18,1,conj,A1,75843.6208325515,rifR,Ancestor,Ancestor
121990,174.2,1,conj,A1,76278.8798555245,rifR,Ancestor,Ancestor
122004,174.22,1,conj,A1,76716.6277479918,rifR,Ancestor,Ancestor
122018,174.24,1,conj,A1,77156.8785911667,rifR,Ancestor,Ancestor
122032,174.26,1,conj,A1,77599.6465431285,rifR,Ancestor,Ancestor
122046,174.28,1,conj,A1,78044.9458391847,rifR,Ancestor,Ancestor
122060,174.3,1,conj,A1,78492.7907922252,rifR,Ancestor,Ancestor
122074,174.32,1,conj,A1,78943.195793085,rifR,Ancestor,Ancestor
122088,174.34,1,conj,A1,79396.1753109062,rifR,Ancestor,Ancestor
122102,174.36,1,conj,A1,79851.7438934932,rifR,Ancestor,Ancestor
122116,174.38,1,conj,A1,80309.9161676743,rifR,Ancestor,Ancestor
122130,174.4,1,conj,A1,80770.7068396642,rifR,Ancestor,Ancestor
122144,174.42,1,conj,A1,81234.1306954176,rifR,Ancestor,Ancestor
122158,174.44,1,conj,A1,81700.2026009949,rifR,Ancestor,Ancestor
122172,174.46,1,conj,A1,82168.937502915,rifR,Ancestor,Ancestor
122186,174.48,1,conj,A1,82640.3504285163,rifR,Ancestor,Ancestor
122200,174.5,1,conj,A1,83114.4564863177,rifR,Ancestor,Ancestor
